@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute mean_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute max_biat numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class numeric

@data
40,351,1240,486,40,796,1470,643,163,151643,761536,192457,136,127012,700166,172911,1054269698,6,85,29878,83,66150,2
52,198,618,203,52,1179,1500,492,169,56344,756328,113679,182,47125,756324,110452,1331658591,6,252,49933,265,312483,2
52,87,244,74,52,987,1500,704,164,38181,99755,41984,1230,21857,58669,26187,9030844,6,10,879,9,8887,2
40,115,622,204,40,819,1500,705,153,55738,135361,67912,911,65198,135532,69715,512152,6,8,922,7,5736,2
52,888,1500,719,52,547,1460,685,12,84867,670165,220413,178,94538,562524,207769,763805,6,10,8889,8,4383,2
40,45,847,30,40,976,1300,476,58,200694,1193562,310950,124,131948,1171816,278017,902036692,6,1483,68144,2017,1970186,2
52,255,979,343,52,986,1500,594,75,66620,722827,103174,58,50694,722597,108556,1023784990,6,189,48233,167,164665,2
52,397,1500,621,52,931,1500,667,13,53192,175129,69458,304,42747,168357,61708,178792942,6,17,6755,14,13041,2
52,207,823,343,52,149,431,187,165,96151,213579,111550,1328,140548,213758,120621,590965,6,5,1039,4,599,2
40,306,1106,446,40,783,1470,654,76,105468,310927,132089,129,51788,156667,66854,204502499,6,26,7962,25,19595,2
52,310,669,276,64,482,507,104,1343,169266,250489,53631,171407,171407,171407,0,162218996,6,36,11166,18,8683,2
52,318,593,272,64,492,507,79,142,161640,907488,163823,130663,520647,907494,388425,142603159,6,63,20079,31,15274,2
40,190,745,289,44,800,1500,582,12,178860,586127,169601,1453,247954,562535,200006,455971409,6,23,4378,8,6406,2
40,309,1106,449,40,772,1470,656,76,106720,310927,130711,129,52089,156667,66162,51484465,6,22,6812,21,16214,2
52,89,619,122,52,520,576,150,10,20618,395825,55476,31,15454,298094,46406,50488524,6,251,22433,312,162488,2
52,331,694,273,52,484,507,98,313,149282,699463,137233,90745,305538,812448,224433,233208297,6,115,38151,61,29574,2
52,275,879,366,52,522,1500,679,88,59350,159479,76332,129,64739,154808,76163,183500238,6,14,3860,13,6792,2
40,99,269,113,44,161,279,166,336,127369,269889,135442,113969,113969,113969,0,382109,6,4,397,2,323,2
52,247,904,341,52,818,1500,592,140,110322,250750,98862,675,111013,248755,99261,13989080,6,28,6923,24,19636,2
52,750,1500,745,52,376,1463,572,14,9379,51672,18832,198,4990,10995,5074,65657,6,8,6004,6,2261,2
40,309,1106,449,40,772,1470,656,76,106720,310927,130711,129,52089,156667,66162,51484465,6,22,6812,21,16214,2
40,375,890,428,40,186,369,172,499,60325,170522,57216,2733,35991,126859,53834,173952897,6,10,3753,9,1680,2
40,262,1131,485,40,576,1458,679,233,124129,349143,164689,1902,117095,199241,102736,496518,6,5,1311,4,2306,2
52,199,618,204,52,1175,1500,493,169,54532,756328,111540,182,45094,756324,108099,1364426008,6,264,52775,280,329073,2
52,195,553,200,52,1252,1500,443,213,26615,326637,37377,65,17109,371813,39707,878649433,6,245,47785,275,344543,2
52,316,593,273,52,442,507,161,153,279728,965105,290566,550582,757593,1068165,215429,85060626,6,41,12960,21,9294,2
40,71,459,111,40,102,348,137,1219,177070,521952,189865,435,92780,189945,106118,138199230,6,14,999,5,512,2
52,94,714,145,52,1299,1500,480,318,23709,483956,91586,354,23074,483944,90848,280808303,6,33,3113,32,41581,2
52,108,940,221,52,1252,1500,529,297,2129,7226,1852,599,1962,4114,1185,31945,6,16,1728,15,18788,2
52,323,606,272,52,485,507,97,196,248324,998534,244584,91217,627110,1122031,280976,58865403,6,82,26501,41,19889,2
52,172,525,235,52,135,294,137,156,1517,2923,1384,1162,1543,1924,538,4553,6,4,689,3,406,2
52,326,760,272,52,489,507,87,176,173136,824470,178193,26000,487825,914587,249768,522633495,6,305,99645,155,75867,2
52,260,914,352,52,1041,1500,583,157,74802,383813,93381,218,32948,265720,66367,214651089,6,41,10673,47,48947,2
40,72,203,64,40,142,390,166,73,56647,172122,80278,127,32669,97385,56045,283236,6,6,435,4,568,2
52,512,1500,682,52,58,64,8,17,31528,94304,54365,96524,96524,96524,0,190791,6,4,2049,2,116,2
52,233,531,210,52,1090,1500,519,230,26224,209409,43179,140,21438,260215,49669,570207429,6,67,15664,70,76348,2
40,386,1500,564,40,236,823,390,23,286991,1227009,528052,9686,445452,1019421,518860,1434957,6,6,2320,4,947,2
40,302,1345,460,40,905,1470,643,15,117713,619147,177336,72,93392,601757,155466,579493833,6,105,31755,104,94196,2
52,245,979,337,52,986,1500,594,75,73091,787879,119857,58,50694,722597,108556,1437715264,6,198,48701,167,164665,2
52,212,469,196,52,941,1500,606,92,69479,965467,171000,178,57907,1007413,162604,113255618,6,47,9995,54,50854,2
52,191,626,201,52,1185,1500,503,217,45959,590251,101536,58,38121,1162307,115875,898364727,6,250,47946,254,301220,2
40,277,1030,426,40,781,1470,687,1239,163440,469465,198436,224,81023,274507,103540,13858309,6,12,3332,11,8595,2
52,459,1074,510,52,554,1304,684,1134,108700,204291,99408,10118,111789,174096,88794,153028565,6,7,3213,5,2771,2
40,147,723,234,52,946,1500,655,11,142347,1092233,252641,1320,158214,929802,240065,11176318,6,20,2954,16,15141,2
40,111,637,176,40,1386,1500,334,3,37377,889911,86284,66,28753,1031307,80969,362309615,6,388,43269,443,614039,2
52,229,490,208,52,1202,1500,455,8,51848,180735,50955,80,40853,313237,55843,9540081,6,185,42420,232,278893,2
40,310,904,377,40,560,1500,594,1309,242906,766547,214261,2467,312097,599534,251028,73921157,6,14,4347,10,5609,2
52,161,527,181,52,1201,1500,504,114,69675,867707,136074,161,61462,867700,138506,451926081,6,129,20787,119,142936,2
52,291,1003,474,52,135,294,137,1310,62270,116941,58071,1749,35156,68564,47245,186812,6,4,1167,3,406,2
52,194,626,205,52,1196,1500,495,217,41468,590251,93585,58,34758,1162307,107271,1409053218,6,321,62377,320,382777,2
40,190,745,289,44,800,1500,582,12,178860,586127,169601,1453,247954,562535,200006,455971409,6,23,4378,8,6406,2
52,91,809,165,52,1330,1500,409,220,6700,208276,26687,231,4969,145780,18824,271401563,6,92,8419,90,119789,2
40,287,745,340,44,800,1500,582,12,147532,332775,127578,1453,247954,562535,200006,1917919,6,14,4018,8,6406,2
52,259,939,352,52,808,1500,634,53,150154,980560,247463,88,172201,891846,286816,104468267,6,31,8048,23,18604,2
52,557,1500,731,52,193,753,312,430,2560,4456,1608,196,2755,7214,3078,12800,6,6,3343,5,969,2
52,187,463,189,52,1069,1500,550,458,79497,383741,93792,619,65352,412797,81106,204074880,6,53,9933,54,57763,2
52,91,809,165,52,1330,1500,409,220,6700,208276,26687,231,4969,145780,18824,271401563,6,92,8419,90,119789,2
40,54,661,86,44,1480,1500,137,3,43021,446030,76100,71,35180,448838,74062,24821172,6,533,28857,641,949029,2
52,294,654,328,52,461,1271,701,585,89788,200072,104121,153123,178978,204834,36565,359155,6,5,1472,3,1383,2
40,231,1059,377,40,766,1470,705,1238,79247,365622,113518,321,51955,234418,87264,200772535,6,17,3940,16,12267,2
40,40,209,3,40,1498,1500,46,3,39196,484014,118282,87,19690,477204,83826,81216157,6,2073,83109,4104,6149108,2
52,313,593,274,52,394,507,202,2150,110076,305815,64338,106940,108445,109951,2129,204780462,6,29,9090,16,6304,2
40,100,285,102,40,261,632,284,271,329188,986831,403518,15663,257600,591243,294281,500817354,6,7,702,7,1827,2
52,168,467,186,52,1285,1500,420,233,70073,756328,192753,806,74673,756324,202556,21404260,6,25,4204,23,29572,2
52,213,530,209,52,1107,1500,521,241,16852,147117,27406,70,10371,104426,20530,1023260790,6,93,19839,93,103034,2
40,469,1063,465,40,317,1470,337,159,155091,807940,140447,315,78043,688209,176125,898327681,6,81,38044,64,20315,2
52,109,855,196,52,1337,1500,431,41,61518,600659,117065,63,54187,600659,115024,223370784,6,178,19458,171,228670,2
52,178,781,295,52,755,1455,807,952,212195,666234,314205,3295,282407,666228,343646,3847942,6,6,1069,4,3022,2
52,145,871,243,52,1081,1500,616,1228,74333,759252,150593,133,46946,279537,100458,122938062,6,59,8563,58,62739,2
40,174,711,267,41,1232,1500,482,4,57457,299884,89883,185,52217,233072,88208,63199917,6,39,6824,34,41890,2
52,207,979,321,52,923,1500,620,41,52090,590479,96895,78,37769,590471,102664,600580260,6,84,17417,75,69267,2
52,316,593,273,52,442,507,161,153,279728,965105,290566,550582,757593,1068165,215429,85060626,6,41,12960,21,9294,2
52,122,952,217,52,1302,1500,464,41,61096,600659,112337,63,53443,600659,110382,369495174,6,221,27168,214,278650,2
52,124,562,176,52,1060,1500,600,264,69362,444833,108977,70,67290,702145,125387,4300478,6,63,7842,62,65749,2
40,180,593,275,44,396,748,497,567,128439,269868,135161,116445,116445,116445,0,385317,6,4,721,2,792,2
40,48,1300,94,40,1085,1300,413,61,342538,1884648,373468,198,154298,1289084,314527,478325077,6,500,24168,1066,1156812,2
40,93,446,142,40,507,1500,689,1263,73980,171955,81638,1099,65358,164193,87792,5319198,6,8,746,7,3552,2
52,323,606,274,52,445,507,158,1009,143487,479383,123122,92828,268614,446309,175011,166875186,6,42,13584,22,9801,2
40,224,707,286,40,595,1500,570,1238,135847,267607,118432,2493,190333,490384,191524,60547730,6,13,2924,9,5356,2
40,93,463,136,40,1171,1300,361,607,134620,1046896,231463,169,68979,599230,126072,10935935,6,29,2719,62,72617,2
40,226,1019,365,40,763,1470,709,180,74022,421987,129497,266,63968,365493,109732,112261894,6,17,3854,16,12213,2
40,358,744,350,40,502,1500,523,236,140342,268853,120774,2468,129000,235926,91104,60816233,6,15,5384,15,7541,2
52,305,947,396,52,540,1500,662,193,89456,200802,95852,208,79341,160419,74188,248541296,6,13,3976,12,6485,2
40,53,151,29,48,1198,1300,322,72,57722,242170,57028,986,45037,241932,56261,2135745,6,38,2041,47,56352,2
40,99,185,77,40,310,800,357,1694,68284,176812,94792,1759,14451,27143,17949,21188703,6,5,497,4,1242,2
52,317,643,273,40,466,507,130,2559,250251,266506,39231,263635,263635,263635,0,334360666,6,86,27316,45,20995,2
52,125,833,220,64,1336,1500,403,409,73436,802379,177270,627,74750,802379,192068,21055997,6,22,2759,19,25400,2
52,90,595,126,52,1265,1500,526,318,2236,7407,1946,354,2297,6323,1641,38021,6,18,1635,17,21521,2
40,165,710,248,40,617,1500,604,1229,185733,633001,199641,1259,127792,263652,126642,386004222,6,19,3150,10,6170,2
40,257,710,299,40,617,1500,604,1229,136037,278444,130591,1259,127792,263652,126642,60221796,6,11,2830,10,6170,2
52,168,467,186,52,1285,1500,420,233,70073,756328,192753,806,74673,756324,202556,21404260,6,25,4204,23,29572,2
40,108,661,186,40,1333,1500,405,4,44247,373404,75669,132,39247,386788,79171,16428123,6,91,9906,94,125347,2
40,322,1106,452,40,788,1470,640,76,118857,438145,147439,129,60794,290226,80642,376424804,6,60,19332,59,46548,2
40,99,269,113,44,161,279,166,336,127369,269889,135442,113969,113969,113969,0,382109,6,4,397,2,323,2
40,149,707,235,40,595,1500,570,1238,177726,638394,183840,2493,190333,490384,191524,469837698,6,22,3284,9,5356,2
40,294,951,383,40,512,1470,584,1308,92881,178425,69854,353,45108,185188,71587,201831309,6,18,5295,16,8196,2
52,169,865,306,52,720,1500,672,157,66177,133763,70830,1982,53717,133925,70414,397062,6,7,1185,6,4323,2
52,249,856,315,52,1197,1500,471,670,102823,813049,154800,226,89457,1040607,194202,204145770,6,85,21188,79,94635,2
40,442,1287,616,44,643,1258,670,9,128254,241782,116993,1202,131682,214803,114405,641271,6,6,2656,4,2574,2
40,71,459,111,40,102,348,137,1219,177070,521952,189865,435,92780,189945,106118,138199230,6,14,999,5,512,2
40,234,502,198,40,776,1300,509,72,169033,838660,244789,167,130309,841919,219673,24170818,6,48,11248,67,52040,2
52,128,427,166,52,332,1448,623,244,64508,133405,73729,93,61483,122504,69408,379320,6,5,643,5,1664,2
52,184,560,198,52,1209,1500,476,105,22613,173609,35001,127,16556,194555,31751,478883470,6,165,30375,174,210449,2
40,102,280,118,44,180,317,193,388,136012,296404,149554,113563,113563,113563,0,408038,6,4,408,2,361,2
40,370,1025,453,40,205,369,179,603,114216,153148,64776,1123,49727,144019,81671,19474547,6,8,2964,6,1231,2
52,213,916,310,52,1196,1500,520,146,46117,732178,98991,93,24132,340072,54829,343986548,6,150,32089,155,185522,2
40,113,637,177,40,1386,1500,334,3,34813,889911,78309,66,28753,1031307,80969,16900774,6,380,42949,443,614039,2
52,109,855,196,52,1337,1500,431,41,61518,600659,117065,63,54187,600659,115024,223370784,6,178,19458,171,228670,2
52,287,641,276,52,416,507,186,1308,241592,266937,66576,101,129073,258046,182394,118428584,6,28,8043,15,6252,2
40,566,1500,634,40,500,1136,546,22,49246,100642,51870,1674,21014,96817,42375,89931333,6,14,7931,9,4505,2
52,180,514,191,52,1264,1500,398,233,49651,756328,132494,423,47759,756324,136605,580505891,6,91,16440,89,112581,2
40,176,744,278,40,480,1500,507,1239,266173,738035,253882,2470,290641,569506,230485,486568448,6,20,3538,8,3846,2
40,374,1050,445,40,462,1470,521,159,135020,592099,135195,315,88050,592073,169143,228783296,6,26,9738,21,9712,2
52,313,593,274,52,394,507,202,2150,110076,305815,64338,106940,108445,109951,2129,204780462,6,29,9090,16,6304,2
52,316,606,274,52,464,507,135,145,247201,872451,266806,127391,794341,1120348,345635,56530767,6,41,12986,21,9749,2
52,322,654,275,52,483,507,100,455,94621,293564,35809,36668,64432,92196,39264,222845544,6,77,24813,39,18875,2
52,302,722,319,52,901,1500,546,10,65461,149037,62315,180,43800,148702,58584,14505635,6,60,18140,83,74789,2
52,312,712,283,64,477,507,114,211,88493,126453,26096,91454,91454,91454,0,129649742,6,30,9369,15,7162,2
52,367,1500,635,52,156,459,201,12,46264,94484,53356,1375,61562,92373,52128,275046,6,5,1839,4,627,2
52,105,590,155,52,1098,1420,563,171,39942,201328,72737,98,35005,202765,69317,23649668,6,53,5611,60,65922,2
52,165,871,264,52,971,1500,651,1228,97767,759252,168987,133,60084,279537,111218,36464417,6,42,6933,41,39826,2
40,54,661,86,44,1480,1500,137,3,43021,446030,76100,71,35180,448838,74062,24821172,6,533,28857,641,949029,2
40,482,1202,448,40,216,369,165,499,94946,807755,167541,329,55074,764796,184080,1490732748,6,80,38636,71,15346,2
40,502,1500,638,40,479,1136,599,22,48885,99721,53486,2147,33732,96817,54633,3084135,6,8,4023,5,2396,2
52,213,530,209,52,1107,1500,521,241,16852,147117,27406,70,10371,104426,20530,1023260790,6,93,19839,93,103034,2
52,135,1039,268,52,1198,1500,548,201,38452,158588,52271,418,36793,158763,51977,63150758,6,22,2971,20,23972,2
40,99,185,77,40,310,800,357,1694,68284,176812,94792,1759,14451,27143,17949,21188703,6,5,497,4,1242,2
52,100,590,151,52,1294,1420,366,543,45288,223216,75549,1163,40687,207320,75390,2037991,6,46,4637,47,60851,2
52,109,855,196,52,1337,1500,431,41,61518,600659,117065,63,54187,600659,115024,223370784,6,178,19458,171,228670,2
40,309,1106,449,40,772,1470,656,76,106720,310927,130711,129,52089,156667,66162,51484465,6,22,6812,21,16214,2
52,197,566,200,52,786,1500,656,173,55598,264357,53453,210,49027,330464,72389,122281180,6,189,37309,181,142377,2
40,149,707,235,40,595,1500,570,1238,177726,638394,183840,2493,190333,490384,191524,469837698,6,22,3284,9,5356,2
40,338,1158,507,40,682,1470,625,204,137797,344343,163039,628,107316,227479,105742,120399404,6,11,3725,10,6824,2
52,213,916,310,52,1196,1500,520,146,46117,732178,98991,93,24132,340072,54829,343986548,6,150,32089,155,185522,2
52,82,197,64,52,413,1488,716,1310,188630,333533,170124,3860,155482,307105,214426,15601977,6,5,413,4,1652,2
40,475,1063,463,40,312,1470,326,159,170268,807940,164717,315,97282,690255,205962,1022412611,6,90,42835,70,21871,2
52,258,555,243,52,1056,1500,480,1238,142155,652777,107563,1215,179905,880859,154698,10008395,6,62,16000,49,51779,2
52,289,879,372,52,534,1500,674,88,64475,163119,77114,129,68211,160372,76328,384693625,6,20,5794,19,10158,2
40,287,745,340,44,800,1500,582,12,147532,332775,127578,1453,247954,562535,200006,1917919,6,14,4018,8,6406,2
40,43,1300,62,40,1144,1300,363,51,188310,1637969,287875,143,94459,1288360,226034,1505582303,6,1315,57575,2991,3422545,2
40,331,904,384,40,618,1500,600,1309,242906,766547,214261,2467,312097,599534,251028,14868528,6,13,4307,9,5568,2
52,212,469,196,52,941,1500,606,92,69479,965467,171000,178,57907,1007413,162604,113255618,6,47,9995,54,50854,2
40,290,1500,592,40,514,1500,687,16,52629,167087,75894,393,32025,92741,52596,263148,6,6,1744,4,2056,2
52,319,606,272,52,474,507,117,196,248324,998534,244584,91217,627110,1122031,280976,83600300,6,83,26553,42,19941,2
52,313,593,274,52,394,507,202,2150,110076,305815,64338,106940,108445,109951,2129,204780462,6,29,9090,16,6304,2
52,123,790,203,52,1189,1500,547,267,43573,306572,69458,684,30665,132851,44981,30867394,6,32,3951,30,35688,2
40,46,1300,81,40,1112,1300,391,57,286188,1884648,346045,143,130425,1289084,281946,735825667,6,683,31489,1503,1671464,2
52,749,1500,744,52,272,755,339,10,20331,64620,29189,640,7690,20007,8952,142318,6,8,5995,6,1632,2
40,371,1217,510,40,792,1470,602,204,159504,766705,208585,373,110712,766706,180380,877264272,6,80,29751,78,61837,2
52,320,643,273,52,486,507,95,2559,250251,266506,39231,263635,263635,263635,0,203849844,6,85,27264,43,20903,2
52,562,1500,705,52,370,1500,520,16,77640,394809,137545,68,77812,284776,99489,729088,6,9,5064,9,3330,2
40,469,1063,465,40,317,1470,337,159,155091,807940,140447,315,78043,688209,176125,898327681,6,81,38044,64,20315,2
52,129,871,225,52,1141,1500,597,1215,55787,759252,131152,99,35593,279537,88633,234268616,6,90,11667,92,105041,2
52,153,599,198,52,676,1500,655,878,56562,205806,65104,910,60808,341418,102028,35123346,6,19,2910,17,11502,2
52,1014,1500,670,52,362,1500,445,11,40658,244228,68072,393,39064,242785,68697,609879,6,16,16235,14,5071,2
52,54,454,7,52,1499,1500,27,189,15305,146424,21726,208,8979,167933,18614,94698136,6,6188,338406,10536,15795354,2
40,145,657,219,44,1338,1500,375,257,79228,881612,166647,215,61093,1099415,187435,5043432,6,37,5365,40,53550,2
52,318,880,380,52,568,1500,675,88,74107,163119,75496,126,75333,160372,73941,707103595,6,42,13359,41,23303,2
52,275,939,361,52,760,1500,625,88,167862,980560,272874,116,202227,891846,320538,77091833,6,25,6882,18,13682,2
52,111,932,227,52,1273,1500,521,633,7365,32330,11827,1003,5443,28463,9648,103112,6,15,1668,14,17822,2
40,436,1081,436,40,280,369,147,603,138737,175030,30593,1123,15972,144019,42482,738634986,6,59,25746,41,11514,2
52,253,849,397,52,471,1303,719,1134,61780,182184,104273,10118,92107,174096,115949,185342,6,4,1013,3,1415,2
40,449,1081,435,40,273,369,150,603,145587,344143,42651,1123,12458,144019,35108,966745135,6,78,35092,55,15035,2
52,316,593,273,52,442,507,161,153,279728,965105,290566,550582,757593,1068165,215429,85060626,6,41,12960,21,9294,2
40,358,744,350,40,502,1500,523,236,140342,268853,120774,2468,129000,235926,91104,60816233,6,15,5384,15,7541,2
52,325,680,274,52,473,507,120,1009,121496,479383,95774,92828,268614,446309,175011,340151680,6,78,25350,40,18927,2
52,151,1039,311,64,1030,1500,653,201,54085,158588,61227,418,56995,158763,66302,3029798,6,10,1515,8,8247,2
52,127,1094,278,52,878,1500,662,168,51738,423244,119143,856,60039,506467,149340,8800545,6,14,1790,13,11419,2
40,419,974,442,40,204,369,170,499,55612,170522,45800,2733,26549,126859,46820,296477163,6,16,6707,14,2867,2
40,134,803,198,44,1363,1500,334,4,52193,757376,99289,72,44241,809595,97221,408481482,6,276,37005,284,387181,2
40,170,831,253,40,686,1300,512,3820,127506,368656,121398,498,74288,382510,119695,164220921,6,13,2219,18,12365,2
52,89,866,172,52,1391,1500,340,140,1610,5614,1162,594,1474,5600,809,113421271,6,43,3860,42,58460,2
40,72,203,64,40,142,390,166,73,56647,172122,80278,127,32669,97385,56045,283236,6,6,435,4,568,2
52,281,727,318,64,738,1500,553,167,93840,346048,97219,240,148714,437045,178193,9884270,6,17,4778,10,7380,2
52,182,452,199,64,284,403,190,1237,151307,220711,103084,217069,217069,217069,0,48206617,6,6,1096,3,852,2
52,288,447,184,52,986,1500,491,163,65282,161045,47829,149,62140,317029,53406,6528238,6,101,29125,105,103608,2
40,239,738,333,40,524,1500,613,1232,217490,772336,291302,1258,278158,425472,188692,1304940,6,7,1673,5,2621,2
52,296,879,373,52,540,1500,672,88,67331,163119,77340,127,70079,160372,76335,497363602,6,26,7696,25,13524,2
40,323,1120,468,40,840,1470,654,148,142115,619147,198756,163,115923,601757,179505,420497842,6,74,23913,72,60481,2
52,115,427,152,52,299,1500,588,70,38055,96613,51779,89,38224,94631,51191,283999,6,6,695,6,1795,2
40,132,664,234,40,416,1500,570,1235,91219,175713,87116,412,88097,178467,100794,5315855,6,7,924,6,2499,2
52,176,527,193,52,1187,1500,505,105,21488,168630,33770,127,15670,136209,30110,88102369,6,111,19635,115,136508,2
52,311,650,273,64,496,507,67,1066,188891,935647,178102,119932,514560,935651,211171,192327970,6,84,26193,43,21358,2
52,322,654,275,52,483,507,100,455,94621,293564,35809,36668,64432,92196,39264,222845544,6,77,24813,39,18875,2
52,146,579,199,52,718,1500,678,1238,70133,307583,112179,1232,80237,308760,121993,890646,6,11,1612,10,7187,2
52,95,714,154,52,1265,1500,527,156,38868,479928,119365,460,41205,479919,122699,660759,6,18,1726,17,21507,2
52,194,626,203,52,1186,1500,500,217,46292,590251,100714,58,38538,1162307,114675,1160301179,6,262,50994,266,315639,2
52,200,529,199,52,1183,1500,508,213,25145,157055,31950,75,15713,186298,30366,88011247,6,109,21815,129,152667,2
52,256,861,403,64,748,1432,967,168,72612,111472,62794,111650,111650,111650,0,217837,6,4,1025,2,1496,2
40,291,1158,447,40,816,1470,661,1239,167804,538323,219661,224,81710,274507,108755,35717504,6,20,5837,19,15521,2
52,206,566,199,52,826,1500,642,173,55343,264357,53561,210,50960,330464,73418,82243383,6,149,30761,140,115720,2
40,345,1240,483,40,800,1470,649,163,149567,761536,188971,136,125353,700166,169274,853164124,6,76,26288,74,59205,2
40,250,1020,396,40,769,1470,678,68,161239,654068,236123,325,108699,396282,142598,30963458,6,13,3250,12,9236,2
52,386,1500,629,52,156,459,201,16,140424,467692,222607,95811,188165,371829,159058,658267,6,5,1931,4,627,2
40,87,446,134,40,466,1500,648,1233,74291,161522,80201,515,65946,163406,88354,9309378,6,9,786,8,3729,2
52,196,471,191,52,1000,1500,586,1237,123381,490894,120493,437,94406,427734,110358,49189156,6,55,10827,65,65026,2
52,126,946,232,52,1194,1500,547,142,23772,179688,50799,278,14857,146703,36699,48703840,6,64,8082,64,76454,2
52,199,782,325,64,770,1500,718,409,46127,93700,52697,627,47367,94107,66100,184511,6,5,998,3,2312,2
40,143,446,169,40,985,1300,458,72,97398,691015,182535,205,74012,822951,169530,7154344,6,36,5174,55,54229,2
52,329,784,346,52,565,1391,700,585,104041,200072,95638,153123,172070,204834,28489,280711072,6,7,2308,5,2826,2
40,78,214,75,40,105,292,124,74,170891,509770,240205,93,171507,514102,296695,683564,6,5,394,4,420,2
40,257,404,173,40,797,1300,399,699,244261,1564478,412631,270,136533,870753,260339,118061455,6,21,5400,19,15150,2
40,46,1300,85,40,1104,1300,398,61,313010,1884648,356657,198,143093,1289084,295942,641080345,6,619,28928,1342,1482516,2
52,200,979,314,52,907,1500,624,41,55330,590479,102672,78,42523,590471,108449,373485784,6,71,14235,65,59012,2
52,179,553,193,52,1239,1500,463,142,24772,326637,38033,65,16415,371813,39493,1119222978,6,361,64931,402,498097,2
52,314,675,273,64,501,507,50,1066,167187,935647,155361,119932,513853,935651,202709,430867774,6,150,47104,77,38596,2
52,200,618,204,52,1143,1500,514,169,62996,756328,121297,182,52719,756324,117962,1100508755,6,211,42205,223,254917,2
40,69,151,54,48,705,1300,688,223,135391,270560,191157,1093,137054,273015,192277,3466231,6,4,279,4,2821,2
52,333,694,272,64,497,507,63,313,147746,652985,131973,90745,286042,692633,204234,149887822,6,91,30315,48,23893,2
52,298,879,373,52,543,1500,671,88,68118,163119,77146,126,70490,160372,76073,550569087,6,29,8647,28,15207,2
40,413,1025,429,40,290,369,143,603,133896,175030,39477,1123,30873,144019,63262,79268759,6,32,13232,21,6108,2
40,76,176,66,40,130,387,171,10086,120045,247825,119867,68,38419,115079,66389,360137,6,4,304,4,521,2
40,234,502,198,40,776,1300,509,72,169033,838660,244789,167,130309,841919,219673,24170818,6,48,11248,67,52040,2
52,253,849,397,52,471,1303,719,1134,61780,182184,104273,10118,92107,174096,115949,185342,6,4,1013,3,1415,2
52,233,531,210,52,1090,1500,519,230,26224,209409,43179,140,21438,260215,49669,570207429,6,67,15664,70,76348,2
52,269,912,428,52,533,1487,826,787,48047,141822,81211,3829,71308,138787,95429,144143,6,4,1076,3,1599,2
52,115,427,152,52,323,1500,580,155,38256,96219,52031,196,37953,94220,50814,284020,6,6,695,6,1939,2
40,111,637,176,40,1386,1500,334,3,37377,889911,86284,66,28753,1031307,80969,406334295,6,389,43309,443,614039,2
52,87,862,148,52,1411,1500,289,140,1774,12261,1566,580,1431,12257,1224,89602816,6,88,7682,92,129812,2
40,371,1217,510,40,792,1470,602,204,159504,766705,208585,373,110712,766706,180380,877264272,6,80,29751,78,61837,2
52,107,751,175,52,1360,1500,403,161,18951,577945,75024,165,16372,577956,73429,380751023,6,93,9955,88,119714,2
52,1215,1500,532,52,339,1028,353,11,7904,48405,13591,658,6676,46443,10277,181813,6,24,29173,22,7467,2
52,125,946,232,52,1218,1500,529,142,19849,179688,46627,100,12027,146703,33529,207568021,6,119,14980,121,147463,2
40,99,185,77,40,310,800,357,1694,68284,176812,94792,1759,14451,27143,17949,21188703,6,5,497,4,1242,2
40,284,996,474,40,151,369,188,1317,84377,134874,72489,329,68098,135868,95840,253133,6,4,1136,3,453,2
52,203,793,281,52,1106,1500,562,127,65824,392514,86508,151,56396,516422,110163,113869805,6,46,9344,40,44274,2
40,464,1202,438,40,215,369,165,499,85165,807755,148551,1874,46849,764796,162819,908447252,6,53,24620,47,10109,2
40,71,459,111,40,102,348,137,1219,177070,521952,189865,435,92780,189945,106118,138199230,6,14,999,5,512,2
52,175,560,194,52,1257,1500,440,105,23998,388719,41786,127,16087,326259,38250,885713052,6,252,44246,270,339545,2
52,235,619,281,52,476,1270,589,1242,143390,335029,136158,73486,137684,166014,43906,716954,6,6,1411,5,2384,2
52,115,486,163,52,152,398,156,1411,56032,168831,84142,1392,69694,175231,93372,507579,6,7,806,6,917,2
40,461,1081,439,40,274,369,149,603,146624,347380,45846,1123,12297,144019,30003,1250308899,6,114,52633,80,21957,2
40,99,185,77,40,256,800,332,188,98298,358552,173817,1557,35645,90370,41978,393192,6,5,497,5,1282,2
40,170,1300,348,40,1098,1300,421,72,150909,1444724,292963,245,99889,981224,236308,61142784,6,38,6484,89,97797,2
52,174,517,189,52,1255,1500,452,217,32259,590251,85264,58,22897,605533,78555,712540190,6,182,31792,184,231028,2
40,235,1020,384,40,713,1470,680,68,161239,654068,236123,325,108699,396282,142598,237567462,6,14,3290,13,9276,2
52,323,719,280,64,496,507,67,211,90275,126453,15158,91454,91454,91454,0,388981872,6,86,27854,43,21358,2
